,Район,Адрес,Площадь,clean_address,latitude,longitude
6134,Петроградский,сквер б/н северо-восточнее д. 4 по  Б. Зелениной ул.,0.02,санкт-петербург улица Б. Зелениная ,59.9631111,30.2783686
6135,Петроградский,сквер б/н юго-восточнее д. 6а по Шамшевой ул.,0.0055,санкт-петербург улица Шамшевая дом 6а,59.9140587,27.4561184
6136,Петроградский,сквер б/н у д. 2 по Стрельнинской ул.,0.04,санкт-петербург улица Стрельнинская дом 2,59.959352,30.2894907
6137,Петроградский,сквер б/н юго-восточнее д. 13/39 по Ижорской ул.,0.03,санкт-петербург улица Ижорская дом 13/39,59.9594196,30.2867302
6138,Петроградский,сквер б/н восточнее д. 15 по Пионерской ул.,0.04,санкт-петербург улица Пионерская дом 15,59.9572779,30.2814997
6139,Петроградский,сквер б/н северо-западнее д. 20 по Пионерской ул.,0.01,санкт-петербург улица Пионерская дом 20,59.9577046,30.2787286
6140,Петроградский,сквер б/н юго-восточнее пересечения Музыкантского пер. и М. Гребецкой ул.,0.02,санкт-петербург переулок Музыкантскый ,59.9562103,30.2774128
6141,Петроградский,сквер б/н юго-восточнее д. 11 по Мончегорской ул.,0.04,санкт-петербург улица Мончегорская дом 11,59.9576964,30.2842568
6142,Петроградский,сквер б/н юго-восточнее д. 10 по Мончегорской ул.,0.02,санкт-петербург улица Мончегорская дом 10,59.9577006,30.2836353
6143,Петроградский,сквер б/н западнее д. 26/2  по Большому пр. П. С.,0.04,санкт-петербург проспект П. С. Большой дом 26/2,59.9140587,27.4561184
6144,Петроградский,сквер б/н северо-западнее д. 11 по Пионерской ул.,0.01,санкт-петербург улица Пионерская дом 11,59.9566986,30.2829492
6145,Петроградский,сквер б/н северо-западнее д. 12/24 по Пионерской ул.,0.04,санкт-петербург улица Пионерская дом 12/24,59.9563709,30.2830655
6146,Петроградский,сквер б/н у д. 5/11 по ул. Красного Курсанта,0.02,санкт-петербург улица Красного Курсанта дом 5/11,59.955601,30.2825615
6147,Петроградский,сквер б/н во дворе д. 10  по Большому пр. П.С.,0.03,санкт-петербург проспект П. С. Большой дом 10,59.9140587,27.4561184
6148,Петроградский,сквер б/н во дворе д. 6-8  по Большому пр. П.С.,0.04,санкт-петербург проспект П. С. Большой дом 6-8,59.9140587,27.4561184
6149,Петроградский,сквер б/н севернее д. 5  по Малому пр. П. С.,0.02,санкт-петербург проспект П. С. Малый дом 5,59.9140587,27.4561184
6150,Петроградский,сквер б/н во дворе д. 7 по Ждановской наб.,0.02,санкт-петербург набережная Ждановская дом 7,59.9533867,30.2781349
6151,Петроградский,сквер б/н юго-западнее д. 3-5 по Офицерскому пер.,0.02,санкт-петербург переулок Офицерскый дом 3-5,59.9540135,30.2768009
6152,Петроградский,сквер б/н северо-восточнее д. 4 по Малому пр. П.С.,0.02,санкт-петербург проспект П. С. Малый дом 4,59.9140587,27.4561184
6153,Петроградский,сквер б/н у д. 3 по Лахтинской ул.,0.056,санкт-петербург улица Лахтинская дом 3,59.9617839,30.2927623
6154,Петроградский,сквер б/н у д. 12 по Новоладожской ул.,0.125,санкт-петербург улица Новоладожская дом 12,59.9819473,30.3466229
