,Район,Адрес,Площадь,clean_address,latitude,longitude
4189,Выборгский,сквер б/н юго-восточнее д. 30 по Вокзальной ул. (пос. Парголово),0.21,Парголово улица Вокзальная дом 30,60.0813348,30.2505266
4190,Выборгский,"сквер б/н западнее д. 64 по Хабаровской ул.  (пос. Парголово, Михайловка)",0.41,Парголово улица Хабаровская дом 64,60.084695,30.2411452
4191,Выборгский,"сквер б/н севернее д. 13 по Приозерскому шоссе (пос. Парголово, Осиновая Роща)",0.1,Парголово шоссе Приозерское дом 13,60.1066307,30.2514415
4192,Выборгский,"сквер б/н восточнее д. 15 по Приозерскому шоссе (пос. Парголово, Осиновая Роща)",0.38,Парголово шоссе Приозерское дом 15,60.1099753,30.2427037
4193,Выборгский,"сквер б/н севернее д. 11 по Приозерскому шоссе (пос. Парголово, Осиновая Роща)",0.12,Парголово шоссе Приозерское дом 11,60.1066307,30.2514415
4194,Выборгский,сквер б/н севернее д. 97 по ул. Первого Мая (пос. Парголово),0.25,Парголово улица Первого Мая дом 97,60.0731626,30.2290613
4195,Выборгский,сквер б/н севернее д. 87 по ул. Первого Мая (пос. Парголово),5.82,Парголово улица Первого Мая дом 87,60.074951,30.2257231
4196,Выборгский,"сквер б/н южнее д. 2 по Старожиловской ул.  (пос. Парголово, Торфяное)",1.96,Парголово улица Старожиловская дом 2,60.0746785,30.314362
4197,Выборгский,сквер б/н восточнее д. 82 по ул. Ломоносова (пос. Парголово),0.72,Парголово улица Ломоносова дом 82,60.0788839,30.2736675
4198,Калининский,"сквер б/н на Гражданском пр., д. 27",0.66,санкт-петербург проспект Гражданский дом 27,60.0069864,30.3823442
4199,Калининский,"сквер б/н на ул. Бутлерова, д. 8",0.69,санкт-петербург улица Бутлерова дом 8,60.0011994,30.3849515
4200,Калининский,сквер б/н между д. 30 и д. 32  по ул. Бутлерова,0.79,санкт-петербург улица Бутлерова дом 32,60.0063306,30.3901132
4201,Калининский,"сквер б/н на Гражданском пр., д. 19",0.36,санкт-петербург проспект Гражданский дом 19,60.0034751,30.3821298
4202,Калининский,сквер б/н между д. 6 и д. 10  по ул. Карпинского,1.02,санкт-петербург улица Карпинского дом 10,60.0040995,30.4077438
4203,Калининский,"сквер б/н на пр.Науки, д. 41",0.6,санкт-петербург проспект Науки дом 41,60.0086836,30.4022183
4204,Калининский,"сквер б/н на Гражданском пр., д. 25, корп. 2",1.5,санкт-петербург проспект Гражданский дом 25  корпус 2,60.0052409,30.3853351
4205,Калининский,сквер б/н между д. 6 по Гражданскому пр. и д. 7 по Гжатской ул.,0.26,санкт-петербург проспект Гражданскому дом 6,59.9140587,27.4561184
4206,Калининский,"сквер б/н между д. 8, корп. 1, д. 8, корп. 2, д. 8, корп. 3, д. 10, корп. 1,  д. 10, корп. 3 и д. 10, корп. 4,  по ул. Верности",0.83,санкт-петербург улица Верности дом 10  корпус 4,60.0064903,30.3994911
4207,Калининский,"сквер б/н между д. 18, д. 20, д. 22 и  д. 24 по ул. Верности",0.72,санкт-петербург улица Верности дом 24,60.0046979,30.4022398
4208,Калининский,"сквер б/н между д. 21, корп. 1, д. 23, корп. 1, д. 23, корп. 2, и д. 25, корп. 1, по Гражданскому пр.",0.75,санкт-петербург проспект Гражданскому дом 25  корпус 1,59.9140587,27.4561184
4209,Калининский,"сквер б/н между д. 31, корп. 1, д. 31, корп. 2 и д. 33 по Гражданскому пр.",0.84,санкт-петербург проспект Гражданскому дом 33,59.9140587,27.4561184
4210,Калининский,"сквер б/н юго-восточнее д. 10, корп. 4, по ул. Верности",0.74,санкт-петербург улица Верности дом 10  корпус 4,60.0064903,30.3994911
4211,Калининский,"сквер б/н между д. 53, д. 55 и д. 57 по пр.Науки",0.47,санкт-петербург проспект Науки дом 57,60.0064476,30.4070681
4212,Калининский,"сквер б/н между д. 14/2 по  пр. Непокорённых и д. 4, корп. 1, д. 4,  корп. 2, д. 5 по Гражданскому пр.",0.2,санкт-петербург проспект Непокорённых дом 14/2,59.9967636,30.3690353
4213,Калининский,"сквер б/н между д. 11 и д. 13, корп. 1 по пр. Непокорённых",0.59,санкт-петербург проспект Непокорённых дом 13  корпус 1,59.9960596,30.3689093
4214,Калининский,"сквер б/н на Гражданском пр., д. 75, корп. 1",0.97,санкт-петербург проспект Гражданский дом 75  корпус 1,60.0165205,30.3922708
4215,Калининский,"сквер б/н на ул. Софьи Ковалевской,  д. 12, корп. 1",1.81,санкт-петербург улица Софьи Ковалевская ,60.0148816,30.4026881
4216,Калининский,"сквер б/н на ул. Софьи Ковалевской,  д. 4",0.6,санкт-петербург улица Софьи Ковалевская ,60.0148816,30.4026881
4217,Калининский,"сквер б/н на ул. Академика Байкова,  д. 5, корп. 2",0.93,санкт-петербург улица Академика Байкова ,60.0262646,30.3701685
4218,Калининский,"сквер б/н на ул. Академика Байкова, д. 17",1.74,санкт-петербург улица Академика Байкова дом 17,60.0262816,30.3686853
4219,Калининский,"сквер б/н на Светлановском пр., д. 40, корп. 2",0.5,санкт-петербург проспект Светлановский дом 40  корпус 2,60.0243821,30.3672768
4220,Калининский,"сквер б/н на Светлановском пр., д. 40, корп. 3",0.62,санкт-петербург проспект Светлановский дом 40  корпус 3,60.0250766,30.3651504
4221,Калининский,"сквер б/н на Светлановском пр., д. 75",0.54,санкт-петербург проспект Светлановский дом 75,60.0225513,30.3675902
4222,Калининский,"сквер б/н на ул. Вавиловых, д. 13, корп. 2",0.42,санкт-петербург улица Вавиловых дом 13  корпус 2,60.0217054,30.3836373
4223,Калининский,"сквер б/н на Гражданском пр., д. 92, корп. 3",1.56,санкт-петербург проспект Гражданский дом 92  корпус 3,60.0206019,30.3887153
4224,Калининский,"сквер б/н между д. 63, корп. 3 и д. 63, корп. 4 по Северному пр.",0.93,санкт-петербург проспект Северному дом 63  корпус 4,59.9140587,27.4561184
4225,Калининский,"сквер б/н на Гражданском пр., д. 92, корп. 1",1.71,санкт-петербург проспект Гражданский дом 92  корпус 1,60.0194802,30.3926507
4226,Калининский,"сквер б/н на Северном пр., д. 77,  корп. 2",0.8,санкт-петербург проспект Северний дом 77  корпус 2,60.0189533,30.4015657
4227,Калининский,"сквер б/н на ул. Вавиловых, д. 8,  корп. 1",1.38,санкт-петербург улица Вавиловых дом 8  корпус 1,60.0211071,30.3776386
4228,Калининский,"сквер б/н на Тихорецком пр., д. 37",0.69,санкт-петербург проспект Тихорецкий дом 37,60.0286933,30.3562818
4229,Калининский,"сквер б/н на пр. Науки, д. 4, корп. 2",0.77,санкт-петербург проспект Науки дом 4  корпус 2,60.0170293,30.372891
4230,Калининский,"сквер б/н между д. 5, корп. 1,  д. 5, корп. 2, и д. 7, корп. 2, по ул. Вавиловых",0.82,санкт-петербург улица Вавиловых дом 7  корпус 2,60.0179348,30.3808117
4231,Калининский,"сквер б/н между д. 5, корп. 5, по ул. Вавиловых и д. 10, корп. 2, д. 12,  корп. 3, по пр. Науки",0.58,санкт-петербург улица Вавиловых дом 5  корпус 5,60.0169546,30.3827444
4232,Калининский,"сквер б/н западнее д. 8, корп. 3, по ул. Вавиловых",0.28,санкт-петербург улица Вавиловых дом 8  корпус 3,60.0212774,30.3749889
4233,Калининский,"сквер б/н между д. 10, корп. 2, и д. 10, корп. 3, по ул. Вавиловых",0.13,санкт-петербург улица Вавиловых дом 10  корпус 3,60.022101,30.3769547
4234,Калининский,"сквер б/н между д. 9, корп. 1,  д. 11, корп. 1, и д. 11, корп. 2, по ул. Вавиловых",0.56,санкт-петербург улица Вавиловых дом 11  корпус 2,60.0206506,30.3830022
4235,Калининский,"сквер б/н между д. 11, корп. 5, д. 11, корп. 6, по ул. Вавиловых и д. 90, корп. 7, по Гражданскому пр.",0.24,санкт-петербург улица Вавиловых дом 11  корпус 6,60.0196744,30.3873017
4236,Калининский,"сквер б/н между д. 15, корп. 1, по ул. Вавиловых и д. 61, корп. 2, по Северному пр.",0.56,санкт-петербург улица Вавиловых дом 15  корпус 1,60.0230456,30.3835293
4237,Калининский,сквер б/н южнее д. 73 по Гражданскому пр.,0.36,санкт-петербург проспект Гражданскому дом 73,59.9140587,27.4561184
4238,Калининский,"сквер б/н между д. 74, корп. 1, д. 74, корп. 2, д. 74, корп. 3, д. 80, корп. 3, д. 80, корп. 2, и д. 76 по Гражданскому пр.",0.43,санкт-петербург проспект Гражданскому дом 76,59.9140587,27.4561184
4239,Калининский,"сквер б/н между д. 14, корп. 1, д. 14, корп. 2, д. 14, корп. 3, и д. 14, корп. 6, по ул. Софьи Ковалевской",0.28,санкт-петербург улица Софьи Ковалевская дом 14  корпус 6,59.9782008,30.5011976
4240,Калининский,"сквер б/н между д. 12, корп. 6, д. 12, корп. 5, и д. 12, корп. 4, по пр.Науки",0.75,санкт-петербург проспект Науки дом 12  корпус 4,60.0158282,30.385899
4241,Калининский,"сквер б/н между д. 61, корп. 1, д. 61, корп. 2, и д. 61, корп. 3,  по Северному пр.",0.5,санкт-петербург проспект Северному дом 61  корпус 3,59.9140587,27.4561184
4242,Калининский,"сквер б/н между д. 65, корп. 1, и д. 65, корп. 2, по Северному пр.",0.47,санкт-петербург проспект Северному дом 65  корпус 2,60.0263881,30.2880149
4243,Калининский,"сквер б/н между д. 73, корп. 1, д. 73, корп. 2 и д. 73, корп. 3, по Северному пр.",0.46,санкт-петербург проспект Северному дом 73  корпус 3,59.9140587,27.4561184
4244,Калининский,"сквер б/н между д. 77, корп. 3, и д. 77, корп. 4 по Северному пр.",0.12,санкт-петербург проспект Северному дом 77  корпус 4,59.9140587,27.4561184
4245,Калининский,"сквер б/н на ул. Академика Байкова, д. 5, корп. 2",0.39,санкт-петербург улица Академика Байкова дом 5  корпус 2,60.0280234,30.3603154
4246,Калининский,сквер б/н северо-восточнее д. 59  по пр. Металлистов,0.92,санкт-петербург проспект Металлистов дом 59,59.9693856,30.3985344
4247,Калининский,сквер б/н между д. 9 и д. 11 по Полюстровскому пр.,0.65,санкт-петербург проспект Полюстровскому дом 11,59.9654749,30.3945586
4248,Калининский,сквер б/н между д. 15 по Бестужевской ул. и д. 10 по Герасимовской ул.,0.5,санкт-петербург улица Бестужевская дом 15,59.9829943,30.3927676
4249,Калининский,"сквер б/н на Замшиной ул., д. 21",0.38,санкт-петербург улица Замшиная дом 21,59.9754976,30.3918284
4250,Калининский,"сквер б/н на Антоновской ул., д. 6",0.4,санкт-петербург улица Антоновская дом 6,59.9731052,30.3938936
4251,Калининский,"сквер б/н на Кондратьевском пр., д. 83, корп. 1",0.95,санкт-петербург проспект Кондратьевский дом 83  корпус 1,59.982148,30.3880454
4252,Калининский,"сквер б/н на Кондратьевском пр., д. 77",1.43,санкт-петербург проспект Кондратьевский дом 77,59.9795315,30.3869371
4253,Калининский,"сквер б/н южнее д. 14, корп. 2, по Антоновской ул.",0.2,санкт-петербург улица Антоновская дом 14  корпус 2,59.9727856,30.3976213
4254,Калининский,"сквер б/н между д. 27, д. 29 по Бестужевской ул. и д. 16, д. 18 по Герасимовской ул.",0.23,санкт-петербург улица Бестужевская дом 29,59.9825036,30.3979773
4255,Калининский,"сквер б/н между д. 18, д. 16 и д. 14 по Герасимовской ул.",0.18,санкт-петербург улица Герасимовская дом 14,59.9821272,30.3949984
4256,Калининский,"сквер б/н между д. 10, д. 12 и д. 14 по Герасимовской ул.",0.19,санкт-петербург улица Герасимовская дом 14,59.9821272,30.3949984
4257,Калининский,"сквер б/н между д. 81, корп. 1, д. 77, корп. 3, и д. 81, корп. 2, по Кондратьевскому пр.",1.77,санкт-петербург проспект Кондратьевскому дом 81  корпус 2,59.980172,30.3894756
4258,Калининский,"сквер б/н между д. 79, д. 81, корп. 1, и д. 83, корп. 1, по Кондратьевскому пр.",0.93,санкт-петербург проспект Кондратьевскому дом 83  корпус 1,59.982148,30.3880454
4259,Калининский,"сквер б/н между д. 38, д. 40 и д. 42 по Замшиной ул.",0.16,санкт-петербург улица Замшиная дом 42,59.9140587,27.4561184
4260,Калининский,сквер б/н между д. 40 по Замшиной ул. и д. 33 по ул. Федосеенко,0.16,санкт-петербург улица Замшиная дом 40,59.9753496,30.3885004
4261,Калининский,сквер б/н между д. 33 и д. 35 по  ул. Федосеенко,0.12,санкт-петербург улица Федосеенко дом 35,59.9756049,30.3867154
4262,Калининский,"сквер б/н между д. 24, д. 26, д. 30 по Замшиной ул., д. 21, д. 25, д. 27 по  ул. Федосеенко и д. 99 по  пр. Металлистов",1.58,санкт-петербург улица Замшиная дом 30,59.9743183,30.3887278
4263,Калининский,"сквер б/н между д. 24, д. 26 по ул. Федосеенко и д. 103, д. 105 по пр. Металлистов",0.24,санкт-петербург улица Федосеенко дом 26,59.9739436,30.3843063
4264,Калининский,"сквер б/н между д. 57, д. 59, д. 61 по Кондратьевскому пр.",0.5,санкт-петербург проспект Кондратьевскому дом 61,59.9757546,30.3817343
4265,Калининский,"сквер б/н между д. 14, д. 16, д. 18 по ул. Федосеенко и д. 118 по пр.Металлистов",0.53,санкт-петербург улица Федосеенко дом 18,59.9724855,30.3830131
4266,Калининский,"сквер б/н на ул. Руставели, д. 50",1.24,санкт-петербург улица Руставели дом 50,60.0290746,30.4201743
4267,Калининский,"сквер б/н между д. 8, корп. 1, д. 8, корп. 3, и д. 8, корп. 4, по ул. Черкасова",0.58,санкт-петербург улица Черкасова дом 8  корпус 4,60.0286366,30.4132428
4268,Калининский,"сквер б/н на пр. Луначарского, д. 110",1.23,санкт-петербург проспект Луначарский дом 110,60.0230464,30.4112199
4269,Калининский,"сквер б/н между д. 128, корп. 1, и д. 128, корп. 2, по Гражданскому пр.",0.61,санкт-петербург проспект Гражданскому дом 128  корпус 2,59.9140587,27.4561184
4270,Калининский,"сквер б/н на ул. Ушинского, д. 7,  корп. 1",0.53,санкт-петербург улица Ушинского дом 7  корпус 1,60.02889,30.3903166
4271,Калининский,"сквер б/н на ул. Ушинского, д. 31",1.01,санкт-петербург улица Ушинского дом 31,60.0378834,30.4020258
4272,Калининский,"сквер б/н на ул. Руставели, д. 58",0.68,санкт-петербург улица Руставели дом 58,60.0352706,30.4205332
4273,Калининский,"сквер б/н между д. 125, корп. 1, и д. 127 по Гражданскому пр.",0.41,санкт-петербург проспект Гражданскому дом 127,59.9140587,27.4561184
4274,Калининский,"сквер б/н между д. 127 и д. 129, корп. 2, по Гражданскому пр.",0.67,санкт-петербург проспект Гражданскому дом 129  корпус 2,59.9140587,27.4561184
4275,Калининский,"сквер б/н между д. 14, корп. 2, и д. 14, корп. 3, по Лужской ул.",0.68,санкт-петербург улица Лужская дом 14  корпус 3,60.0269374,30.4170114
4276,Калининский,"сквер б/н между д. 125, корп. 3, по Гражданскому пр. и д. 60 по ул. Руставели",0.17,санкт-петербург проспект Гражданскому дом 125  корпус 3,59.9140587,27.4561184
4277,Калининский,"сквер б/н между д. 108, корп. 1, д. 108, корп. 3, по пр. Луначарского и д. 2, д. 4, корп. 1, по ул.Черкасова",0.34,санкт-петербург проспект Луначарский дом 108  корпус 3,60.0254717,30.4086018
4278,Калининский,"сквер б/н между д. 6, корп. 3, д. 4, корп. 1 и д. 6, корп. 2, по ул.Черкасова",0.3,санкт-петербург улица Черкасова дом 6  корпус 2,60.0268857,30.4105201
4279,Калининский,"сквер б/н между д. 6, корп. 2, и д. 6, корп. 1, по ул. Черкасова",0.13,санкт-петербург улица Черкасова дом 6  корпус 1,60.0268071,30.4116173
4280,Калининский,сквер б/н между д. 7 и д. 9 по Киришской ул.,0.18,санкт-петербург улица Киришская дом 9,60.0317126,30.4154783
4281,Калининский,сквер б/н между д. 9 и д. 11 по Киришской ул.,0.2,санкт-петербург улица Киришская дом 11,60.0314086,30.4167403
4282,Калининский,"сквер б/н между д. 5, корп. 2, д. 5, корп. 3, по Киришской ул. и д. 115, корп. 3, д. 117, корп. 4, по Гражданскому пр.",0.6,санкт-петербург улица Киришская дом 5  корпус 3,60.0312886,30.4126842
4283,Калининский,сквер б/н у д. 13 по ул. Ушинского,1.14,санкт-петербург улица Ушинского дом 13,60.0316916,30.3990904
4284,Калининский,"сквер б/н у д. 122, корп. 4, по Гражданскому пр.",1.63,санкт-петербург проспект Гражданскому дом 122  корпус 4,60.037581,30.4109389
4285,Калининский,"сквер б/н восточнее д. 107, корп. 1, по Гражданскому пр.",0.57,санкт-петербург проспект Гражданскому дом 107  корпус 1,59.9140587,27.4561184
4286,Калининский,сквер б/н южнее д. 7 и д. 9 по Киришской ул.,0.65,санкт-петербург улица Киришская дом 9,60.0317126,30.4154783
4287,Калининский,"сквер б/н между д. 79, корп. 1, и д. 79, корп. 2, по пр. Науки",0.53,санкт-петербург проспект Науки дом 79  корпус 2,60.0030177,30.4228197
4288,Калининский,сквер б/н между д. 52 и д. 54  по ул. Верности,0.99,санкт-петербург улица Верности дом 54,59.9984247,30.424058
4289,Калининский,"сквер б/н между д. 3 и д. 5, корп. 2, по Меншиковскому пр.",0.69,санкт-петербург проспект Меншиковскому дом 5  корпус 2,59.9140587,27.4561184
4290,Калининский,"сквер б/н на ул. Руставели, д. 10",1.12,санкт-петербург улица Руставели дом 10,60.0005649,30.4240041
4291,Калининский,"сквер б/н на пр. Мечникова, д. 3",0.92,санкт-петербург проспект Мечникова дом 3,59.9840356,30.4116933
4292,Калининский,"сквер б/н на пр.Мечникова, д. 17",0.52,санкт-петербург проспект Мечникова дом 17,59.9861746,30.4057675
4293,Калининский,"сквер б/н между д. 15, корп. 2, и д. 15, корп. 3, по Меншиковскому пр.",0.68,санкт-петербург проспект Меншиковскому дом 15  корпус 3,59.9140587,27.4561184
4294,Калининский,"сквер б/н между д. 23, корп. 2, и д. 23, корп. 3, по ул. Карпинского",0.85,санкт-петербург улица Карпинского дом 23  корпус 3,60.0077909,30.4183155
4295,Калининский,"сквер б/н между д. 31, корп. 2, и д. 31, корп. 3, по ул. Карпинского",0.77,санкт-петербург улица Карпинского дом 31  корпус 3,60.0100244,30.4209445
4296,Калининский,сквер б/н западнее д. 16  по ул. Руставели,0.42,санкт-петербург улица Руставели дом 16,60.0022271,30.4243541
4297,Калининский,"сквер б/н между д. 39, корп. 2, по Замшиной ул. и д. 8, корп. 2, по пр. Мечникова",0.29,санкт-петербург улица Замшиная дом 39  корпус 2,59.98415,30.4018963
4298,Калининский,"сквер б/н между д. 71, корп. 3, и д. 71, корп. 2, по пр. Науки",0.14,санкт-петербург проспект Науки дом 71  корпус 2,60.0047742,30.4152573
4299,Калининский,"сквер б/н между д. 71, корп. 3, и д. 75, корп. 2, по пр. Науки",0.86,санкт-петербург проспект Науки дом 75  корпус 2,60.0036636,30.4177514
4300,Калининский,"сквер б/н западнее д. 11, корп. 1, по ул. Карпинского",0.19,санкт-петербург улица Карпинского дом 11  корпус 1,60.0051953,30.4123879
4301,Калининский,"сквер б/н между д. 3, д. 5, д. 7 и д. 5, корп. 2, по Брюсовской ул.",0.19,санкт-петербург улица Брюсовская дом 5  корпус 2,59.9873228,30.4138116
4302,Калининский,"сквер б/н между д. 7, д. 9, д. 11 и д. 11, корп. 2, по Брюсовской ул.",0.98,санкт-петербург улица Брюсовская дом 11  корпус 2,59.9878605,30.4097307
4303,Калининский,"сквер б/н между д. 12, д. 14, д. 16 по Брюсовской ул.",0.11,санкт-петербург улица Брюсовская дом 16,59.9879159,30.4072507
4304,Калининский,"сквер б/н между д. 21, д. 23, корп. 1, д. 23, корп. 2 и д. 27 по ул. Карпинского",0.23,санкт-петербург улица Карпинского дом 27,60.0096723,30.4175083
4305,Калининский,"сквер б/н между д. 27, д. 25, д. 27, корп. 2, д. 29 и д. 31, корп. 1, по ул. Карпинского",0.32,санкт-петербург улица Карпинского дом 31  корпус 1,60.0108866,30.4185343
4306,Калининский,"сквер б/н между д. 31, корп. 1, д. 33, корп. 1, и д. 31, корп. 2, по ул. Карпинского",0.22,санкт-петербург улица Карпинского дом 31  корпус 2,60.010516,30.4194052
4307,Калининский,"сквер б/н между д. 19, д. 15, корп. 1, и д. 15, корп. 2, по Меншиковскому пр.",0.26,санкт-петербург проспект Меншиковскому дом 15  корпус 2,59.9140587,27.4561184
4308,Калининский,сквер б/н у д. 19 по Меншиковскому пр.,0.12,санкт-петербург проспект Меншиковскому дом 19,59.9140587,27.4561184
4309,Калининский,"сквер б/н между д. 3, д. 3, корп. 1, д. 3, корп. 2, по пр.Мечникова и д. 6, корп. 3, по Брюсовской ул.",0.48,санкт-петербург проспект Мечникова дом 3  корпус 2,59.9849886,30.4106143
4310,Калининский,"сквер б/н между д. 73, корп. 1, д. 75, корп. 1, д. 73, корп. 2 и д. 71, корп. 1, по пр. Науки",0.29,санкт-петербург проспект Науки дом 71  корпус 1,60.0051576,30.4159153
4311,Калининский,"сквер б/н между д. 56, корп. 3 по Пискарёвскому пр. и д. 13, корп. 3, по Меншиковскому пр.",0.56,санкт-петербург проспект Пискарёвскому дом 56  корпус 3,59.9140587,27.4561184
4312,Калининский,"сквер б/н между д. 2, корп. 1, д. 2 по ул. Руставели и д. 58, корп. 1, по Пискарёвскому пр.",0.2,санкт-петербург улица Руставели дом 2,59.9965764,30.4263043
4313,Калининский,"сквер б/н между д. 14, д. 16 и д. 18 по Брюсовской ул.",0.9,санкт-петербург улица Брюсовская дом 18,59.9869367,30.406675
4314,Калининский,сквер б/н у д. 89 по Кондратьевскому пр.,1.03,санкт-петербург проспект Кондратьевскому дом 89,59.9860446,30.3914553
4315,Калининский,сквер б/н у д. 22 по Бестужевской ул.,0.57,санкт-петербург улица Бестужевская дом 22,59.9842556,30.3928234
4316,Калининский,сквер б/н у д. 66 по Замшиной ул.,0.22,санкт-петербург улица Замшиная дом 66,59.983591,30.3986845
4317,Калининский,"сквер б/н на пр. Культуры, д. 15,  корп. 7",1.43,санкт-петербург проспект Культуры дом 15  корпус 7,60.039556,30.3673124
4318,Калининский,"сквер б/н на пр. Луначарского, д. 80, корп. 5",1.18,санкт-петербург проспект Луначарский дом 80  корпус 5,60.0373559,30.365335
4319,Калининский,"сквер б/н на пр. Культуры, д. 29,  корп. 5",0.89,санкт-петербург проспект Культуры дом 29  корпус 5,60.049336,30.3729414
4320,Калининский,"сквер б/н на пр. Культуры, д. 25,  корп. 3",1.36,санкт-петербург проспект Культуры дом 25  корпус 3,60.0469876,30.3717193
4321,Калининский,"сквер б/н на ул. Демьяна Бедного,  д. 26, корп. 3",1.01,санкт-петербург улица Демьяна Бедного ,60.0415511,30.3738824
4322,Калининский,"сквер б/н на ул.Демьяна Бедного, д. 18",1.03,санкт-петербург улица Демьяна Бедного дом 18,60.0415186,30.3734122
4323,Калининский,"сквер б/н между д. 26, корп. 1, д. 24, корп. 1, и д. 24, корп. 3, по ул. Демьяна Бедного",0.14,санкт-петербург улица Демьяна Бедного дом 24  корпус 3,60.0458468,30.3764392
4324,Калининский,"сквер б/н между д. 28, корп. 1, д. 28, корп. 2, д. 26, корп. 3 и д. 26, корп. 1, по ул. Демьяна Бедного",0.15,санкт-петербург улица Демьяна Бедного дом 26  корпус 1,60.0460886,30.3780764
4325,Калининский,"сквер б/н между д. 30, корп. 3, д. 30, корп. 2, д. 28, корп. 3 и д. 30, корп. 5, по ул. Демьяна Бедного",0.24,санкт-петербург улица Демьяна Бедного дом 30  корпус 5,60.0485759,30.3767273
4326,Калининский,"сквер б/н между д. 21, корп. 1 и д. 21, корп. 2, по пр. Культуры",0.26,санкт-петербург проспект Культуры дом 21  корпус 2,60.0455744,30.3680444
4327,Калининский,"сквер б/н между д. 21, корп. 4 по пр. Культуры и д. 70, корп. 2, д. 70, корп. 1, по пр. Просвещения",0.52,санкт-петербург проспект Культуры дом 21  корпус 4,60.0461086,30.3718213
4328,Калининский,"сквер б/н между д. 29, корп. 1 и д. 29, корп. 2, по пр. Культуры",0.3,санкт-петербург проспект Культуры дом 29  корпус 2,60.0494155,30.371444
4329,Калининский,"сквер б/н между д. 70, корп. 1, д. 70, корп. 2 по пр. Просвещения и д. 22, корп. 5, д. 22, корп. 3, д. 22, корп. 2 по ул.Демьяна Бедного",0.36,санкт-петербург проспект Просвещения дом 70  корпус 2,60.0449812,30.3722604
4330,Калининский,"сквер б/н между д. 63, корп. 3 по Суздальскому пр. и д. 32, корп. 1, д. 30, корп. 1, д. 30, корп. 4, по ул. Демьяна Бедного",0.21,санкт-петербург проспект Суздальскому дом 63  корпус 3,59.9140587,27.4561184
4331,Калининский,"сквер б/н между д. 57, д. 61 по Суздальскому пр. и д. 31, корп. 2, по пр.Культуры",0.27,санкт-петербург проспект Суздальскому дом 61,59.9140587,27.4561184
4332,Калининский,"сквер б/н между д. 65, д. 67, корп. 1, по Суздальскому пр. и д. 34, д. 32, корп. 1, по ул. Демьяна Бедного",0.33,санкт-петербург проспект Суздальскому дом 67  корпус 1,59.9140587,27.4561184
4333,Калининский,"сквер б/н между д. 6, корп. 2, д. 10, корп. 4, д. 12, корп. 2 и д. 10, корп. 3, по ул. Демьяна Бедного",0.5,санкт-петербург улица Демьяна Бедного дом 10  корпус 3,60.0416942,30.3747905
4334,Калининский,"сквер б/н между д. 14, корп. 2, д. 16, корп. 1 и д. 16, корп. 2, по ул. Демьяна Бедного",0.3,санкт-петербург улица Демьяна Бедного дом 16  корпус 2,60.040215,30.3723577
4335,Калининский,"сквер б/н между д. 11, корп. 1 и д. 11, корп. 3, по пр. Культуры",0.33,санкт-петербург проспект Культуры дом 11  корпус 3,60.0391626,30.3621773
4336,Калининский,"сквер б/н между д. 9, корп. 1, д. 9, корп. 2, д. 11, корп. 2 и д. 11, корп. 5, по пр. Культуры",0.45,санкт-петербург проспект Культуры дом 11  корпус 5,60.0380606,30.3645632
4337,Калининский,"сквер б/н между д. 15, корп. 6, д. 15, корп. 2, д. 15, корп. 5, и д. 17 по пр.Культуры",0.51,санкт-петербург проспект Культуры дом 17,60.0420384,30.3657111
4338,Калининский,"сквер б/н между д. 78, корп. 1, д. 78, корп. 2, д. 78, корп. 3, д. 78, корп. 4, по пр. Луначарского и д. 5 по пр. Культуры",0.41,санкт-петербург проспект Луначарский дом 78  корпус 4,60.0362762,30.360814
4339,Калининский,"сквер б/н между д. 82, корп. 1, по пр. Луначарского и д. 2, корп. 1, д. 2, корп. 2, д. 2, корп. 3, по ул. Демьяна Бедного",0.34,санкт-петербург проспект Луначарский дом 82  корпус 1,60.0342596,30.3667763
4340,Калининский,"сквер б/н между д. 109, корп. 1, и  д. 109, корп. 2, по Светлановскому пр.",0.36,санкт-петербург проспект Светлановскому дом 109  корпус 2,60.0405611,30.3917471
4341,Калининский,"сквер б/н между д. 60, корп. 1, и  д. 60, корп. 2, по Светлановскому пр.",0.92,санкт-петербург проспект Светлановскому дом 60  корпус 2,60.0367364,30.3835657
4342,Калининский,"сквер б/н между д. 86, корп. 2, и  д. 86, корп. 3, по пр. Луначарского",1.12,санкт-петербург проспект Луначарский дом 86  корпус 3,60.0343656,30.3745213
4343,Калининский,"сквер б/н на Учительской ул., д. 9, корп. 3",1.2,санкт-петербург улица Учительская дом 9  корпус 3,60.0332582,30.3798286
4344,Калининский,"сквер б/н на пр. Луначарского, д. 88, корп. 1",1.62,санкт-петербург проспект Луначарский дом 88  корпус 1,60.0321518,30.3772106
4345,Калининский,"сквер б/н между д. 12, корп. 1, и  д. 12, корп. 2, по Учительской ул.",0.43,санкт-петербург улица Учительская дом 12  корпус 2,60.0340261,30.3891058
4346,Калининский,"сквер б/н на Учительской ул., д. 19, корп. 1",0.56,санкт-петербург улица Учительская дом 19  корпус 1,60.0317796,30.3897493
4347,Калининский,"сквер б/н между д. 2, корп. 1, д. 4, д. 2, корп. 2, по ул. Брянцева и д. 14, д. 14, корп. 2, по Учительской ул.",0.58,санкт-петербург улица Брянцева дом 2  корпус 2,60.0343765,30.3901691
