Район,Номер территории,Адрес,Ориентировочная,Основание,Муниципальное,Дата внесения в базу
Приморский,34-65-4,"сквер б/н на Богатырском пр., д. 47, корп. 1",0.33,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ №65,
Приморский,34-65-5,"сквер б/н на Камышовой ул., д. 2, корп. 1",0.42,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ №65,
Приморский,34-65-6,"сквер б/н на Планерной ул., д. 19, корп. 1",0.95,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ №65,
Приморский,34-65-7,"сквер б/н между д. 30, корп. 1, и д. 34, корп. 2, по Богатырскому пр.",0.49,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ №65,
Приморский,34-65-8,"сквер б/н на Планерной ул., д 23, корп. 1",0.55,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ №65,
Приморский,34-65-9,"сквер б/н между д. 167, корп. 1, по Приморскому пр. и д. 138  по ул. Савушкина",0.44,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ №65,
Приморский,34-65-10,"сквер б/н между д. 151 по Приморскому пр. и д. 130, корп. 2, по ул. Савушкина",0.1,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ №65,
Приморский,34-65-11,сквер б/н между д. 163и д. 159 по Приморскому пр.,0.12,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ №65,
Приморский,34-65-12,"сквер б/н южнее д. 9, корп. 1, по Беговой ул.",0.09,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ №65,
Приморский,34-65-14,"сквер б/н у д. 5, корп. 1, по Яхтенной ул.",0.29,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ №65,
Приморский,34-65-15,"сквер б/н между д. 104, корп. 2, по Школьной ул. и д. 123, корп. 5,  по ул. Савушкина",0.17,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ №65,
Приморский,34-65-16,"сквер б/н западнее д. 6, корп. 2, по Стародеревенской ул.",0.19,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ №65,
Приморский,34-65-17,"сквер б/н у д. 111, корп. 1,  по ул. Савушкина",0.18,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ №65,
Приморский,34-65-18,"сквер б/н между д. 6, корп. 4, по Камышовой ул. и д. 27, корп. 2, по Богатырскому пр.",0.24,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ №65,
Приморский,34-65-19,"сквер б/н юго-западнее д. 18, корп. 1, по Гаккелевской ул.",0.21,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ №65,
Приморский,34-65-20,"сквер б/н юго-западнее д. 20, корп. 1, по Гаккелевской ул.",0.16,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ №65,
Приморский,34-65-21,"сквер б/н во дворе д. 20, корп. 1, по Гаккелевской ул.",0.24,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ №65,
Приморский,34-65-22,"сквер б/н между д. 20, корп. 3, и д. 20, корп. 4, по Гаккелевской ул.",0.22,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ №65,
Приморский,34-65-23,"сквер б/н северо-восточнее д. 25,  корп. 1, по Богатырскому пр.",0.46,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ №65,
Приморский,34-65-24,"сквер б/н северо-восточнее д. 19,  корп. 1, по Стародеревенской ул.",0.17,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ №65,
Приморский,34-65-26,"сквер б/н у д. 28, корп. 1, по Камышовой ул.",0.14,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ №65,
Приморский,34-65-27,"сквер б/н юго-западнее д. 54, корп. 1, по Камышовой ул.",0.09,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ №65,
Приморский,34-65-28,"сквер б/н у д. 61, корп. 1, по Богатырскому пр.",0.1,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ №65,
Приморский,34-65-29,"сквер б/н восточнее д. 61, корп. 2, по Богатырскому пр.",0.33,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ №65,
Приморский,34-65-30,"сквер б/н южнее д. 52, корп. 1, по Камышовой ул.",0.19,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ №65,
Приморский,34-65-31,"сквер б/н юго-восточнее д. 54, корп. 1, по Камышовой ул.",0.12,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ №65,
Приморский,34-65-32,"сквер б/н между д. 38, корп. 2, по Камышовой ул. и д. 51, корп. 2, по Богатырскому пр.",0.81,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ №65,
Приморский,34-65-33,"сквер б/н северо-западнее д. 35,  корп. 2, по Туристской ул.",0.24,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ №65,
Приморский,34-65-34,"сквер б/н между д. 24, корп. 1, по Стародеревенской ул. и д. 30, корп. 1, по Богатырскому пр.",0.69,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ №65,
Приморский,34-65-35,"сквер б/н между д. 52, корп. 1, и д. 54, корп. 1, по Камышовой ул.",0.04,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ №65,
Приморский,34-65-36,"сквер б/н северо-восточнее д. 39,  корп. 2, по Богатырскому пр.",0.45,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ №65,
Приморский,34-65-37,сквер б/н юго-восточнее д. 16 по Камышовой ул.,0.72,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ №65,
Приморский,34-65-38,"сквер б/н южнее д. 35, корп. 2, по Богатырскому пр.",0.24,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ №65,
Приморский,34-65-39,"сквер б/н между д. 22, корп. 1, по Камышовой ул. и д. 23, корп. 2, по Планерной ул.",0.44,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ №65,
Приморский,34-65-40,"сквер б/н восточнее д. 115, корп. 1, по ул. Савушкина",0.1,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ №65,
Приморский,34-65-41,"сквер б/н восточнее д. 111, корп. 1, по ул. Савушкина",0.13,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ №65,
Приморский,34-66-1,сквер б/н между д. 53 и д. 55  по ул. Матроса Железняка,0.41,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-2,"сквер б/н на Ланском шоссе, д. 24, корп. 1",0.45,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-3,сквер б/н между д. 24 и д. 26  по Омской ул.,0.34,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-4,сквер б/н между д. 27 и д. 33  по ул. Матроса Железняка,0.43,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-5,сквер б/н между д. 15 и д. 21  по ул. Матроса Железняка,0.33,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-6,"сквер б/н на Торжковской ул., д. 2, корп. 3",0.44,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-7,"сквер б/н на Торжковской ул., д. 14",0.21,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-8,"сквер б/н на Торжковской ул., д. 7",0.46,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-9,"сквер б/н на Торжковской ул., д. 11",0.44,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-10,"сквер б/н в Карельском пер., д. 5",0.26,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-11,сквер б/н между д. 12 и д. 16  по ул. Савушкина,0.4,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-13,сквер б/н между д. 4 и д. 8  по наб. Чёрной речки,0.39,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-14,"сквер б/н на наб.Чёрной речки, д. 10",0.55,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-15,сквер б/н между д. 12 и д. 16  по наб. Чёрной речки,0.8,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-16,сквер б/н между д. 18 и д. 20  по наб. Чёрной речки,0.42,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-17,сквер б/н между д. 24 и д. 26  по наб. Чёрной речки,0.36,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-18,"сквер б/н между д. 3, д. 5 и д. 7 по Новосибирской ул.",0.29,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-20,сквер б/н у д. 18/5 по Новосибирской ул.,0.19,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-21,"сквер б/н между д. 8 по Ланскому шоссе и д. 12, д. 14 по Новосибирской ул.",0.27,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-22,"сквер б/н между д. 2/57, д. 4 и д. 6 по Ланскому шоссе и д. 59, корп. 2 по наб.Чёрной речки",0.25,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-23,"сквер б/н между д. 11, д. 13 по Ланскому шоссе и д. 10 по Новосибирской ул.",0.21,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-24,"сквер б/н между д. 2, д. 4, д. 6 по Новосибирской ул. и д. 6 по Торжковской ул.",0.36,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-25,"сквер б/н между д. 3, д. 5 и д. 7 по Ланскому шоссе",0.23,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-26,сквер б/н у д. 3 по ул. Матроса Железняка,0.15,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-27,сквер б/н у д. 1 по ул. Матроса Железняка,0.21,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-28,сквер б/н между д. 39 и д. 45 по Ланскому шоссе,0.22,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-30,сквер б/н между д. 49 по Ланскому шоссе и д. 8 по Омской ул.,0.19,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-31,сквер б/н между д. 32 по Торжковской ул. и д. 4 по Омской ул.,0.18,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-32,сквер б/н между д. 26 и д. 28 по Торжковской ул.,0.16,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-33,сквер б/н севернее д. 28 по Торжковской ул.,0.08,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-34,"сквер б/н южнее д. 24, корп. 2, по Торжковской ул.",0.03,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-35,сквер б/н между д. 12 и д. 14 по Торжковской ул.,0.17,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-36,"сквер б/н между д. 10 и д. 10, корп. 2, по Торжковской ул.",0.19,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-37,сквер б/н между д. 8 по Торжковской ул. и д. 3 по Новосибирской ул.,0.11,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-38,сквер б/н между д. 9 по Новосибирской ул. и д. 21 по Ланскому шоссе,0.2,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-39,сквер б/н между д. 21 и д. 25 по Ланскому шоссе,0.23,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-40,сквер б/н между д. 25 и д. 29 по Ланскому шоссе,0.21,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-41,сквер б/н между д. 19 и д. 21 по Новосибирской ул.,0.37,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-42,сквер б/н между д. 11 и д. 15 по ул. Матроса Железняка,0.42,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-43,"сквер б/н у д. 10, корп. 5 по Ланскому шоссе",0.68,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-44,сквер б/н у д. 19 по ул. Матроса Железняка,0.31,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-45,сквер б/н между д. 21 и д. 27  по ул. Матроса Железняка,0.25,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-46,сквер б/н у д. 29 по ул. Матроса Железняка,0.19,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-48,сквер б/н между д. 26 и д. 28 по Омской ул.,0.26,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-49,"сквер б/н у д. 16, корп. 4, по Ланскому шоссе",0.45,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-50,сквер б/н между д. 27 по Омской ул. и д. 47 по ул. Матроса Железняка,0.48,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-51,"сквер б/н северо-западнее д. 24, корп. 3, по Ланскому шоссе",0.37,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-52,"сквер б/н у д. 20, корп. 3, по Ланскому шоссе",0.41,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-53,сквер б/н между д. 27 и д. 29 по Омской ул.,0.27,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-54,сквер б/н южнее д. 69 по Ланскому шоссе,0.4,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-55,сквер б/н северо-восточнее д. 25 по Белоостровской ул.,0.05,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-56,сквер б/н южнее д. 14 по Лисичанской ул.,0.21,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-57,сквер б/н южнее д. 29 по наб. Чёрной речки,0.41,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-58,"сквер б/н между д. 9, корп. 3 и д. 9, корп. 1, по Ушаковской наб.",0.5,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-59,сквер б/н южнее д. 7 по Приморскому пр.,0.07,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-60,сквер б/н севернее д. 11 по Приморскому пр.,0.1,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-61,сквер б/н юго-западнее д. 16 по ул. Савушкина,0.24,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-62,сквер б/н севернее д. 21 по Приморскому пр.,0.29,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-63,сквер б/н юго-восточнее д. 30 по ул. Савушкина,0.17,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-64,сквер б/н севернее д. 9  по ул. Савушкина,0.16,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-65,сквер б/н северо-восточнее д. 19 по ул. Савушкина,0.1,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-66,сквер б/н севернее д. 17 по ул. Савушкина,0.06,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-67,сквер б/н северо-западнее д. 15 по ул. Савушкина,0.22,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-68,сквер б/н северо-восточнее д. 15 по ул. Савушкина,0.24,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-69,сквер б/н южнее д. 2 по Сестрорецкой ул.,0.23,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-70,сквер б/н у д. 6 по Школьной ул.,0.22,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-71,сквер б/н у д. 1 по Сестрорецкой ул.,0.21,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-72,сквер б/н южнее д. 10 по Школьной ул.,0.28,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-73,сквер б/н восточнее д. 9  по ул. Академика Шиманского,0.25,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-74,сквер б/н у д. 27 по Дибуновской ул.,0.07,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-75,сквер б/н северо-западнее д. 19 по Дибуновской ул.,0.05,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-76,сквер б/н у д. 31 по ул. Савушкина,0.13,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-77,сквер б/н севернее д. 41 по Приморскому пр.,0.11,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-78,сквер б/н у д. 70 по Школьной ул.,0.19,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-79,"сквер б/н между д. 60 по Школьной ул. и д. 45, корп. 2 по Дибуновской ул.",0.23,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-80,сквер б/н у д. 53 по ул. Савушкина,0.09,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-81,сквер б/н южнее д. 20 по Школьной ул.,0.14,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-82,сквер б/н между д. 47 и д. 51 по ул. Матроса Железняка,0.19,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-83,сквер б/н южнее д. 34 по Школьной ул.,0.08,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-84,сквер б/н юго-восточнее д. 68  по ул. Савушкина,0.05,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-85,сквер б/н у д. 4 по Дибуновской ул.,0.18,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-86,сквер б/н у д. 42 по ул. Савушкина,0.14,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-87,сквер б/н северо-западнее д. 7 по Дибуновской ул.,0.17,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-88,сквер б/н между д. 30 и д. 26 по Школьной ул.,0.15,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-89,сквер б/н между д. 26 и д. 22 по Школьной ул.,0.11,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-90,сквер б/н у д. 40 по Школьной ул.,0.39,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-91,сквер б/н между д. 46 по Школьной ул. и д. 31 по Дибуновской ул.,0.21,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-92,сквер б/н севернее д. 25  по ул. Савушкина,0.16,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-93,сквер б/н южнее д. 15 по Омской ул.,0.13,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-94,сквер б/н между д. 67 и д. 63 по Дибуновской ул.,0.26,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-95,сквер б/н западнее д. 62 по Школьной ул.,0.36,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-66-96,сквер б/н севернее д. 45  по ул. Савушкина,0.05,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Черная речка,
Приморский,34-67-1,"сквер б/н на Богатырском пр., д. 9",0.67,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Комендантский аэродром,
Приморский,34-67-2,"сквер б/н на Серебристом бульваре, д. 15",1.01,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Комендантский аэродром,
Приморский,34-67-3,"сквер б/н на Серебристом бульваре, д. 9, корп. 1",0.23,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Комендантский аэродром,
Приморский,34-67-4,"сквер б/н у д. 9, корп. 1, и д. 11, корп. 1, по Аэродромной ул.",1.33,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Комендантский аэродром,
Приморский,34-67-5,"сквер б/н на аллее Поликарпова, д. 3, корп. 1",0.61,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Комендантский аэродром,
